instance,cls,method,width,eps_bar,rel_width,coverage
int__tai30_15_06,30_15,GP-nowidth,1.0,5.6694,13.1748,1.0000
int__tai30_15_06,30_15,GP-nowidth,1.2,6.7412,,1.0000
int__tai30_15_06,30_15,GP-nowidth,1.4,7.2919,,1.0000
int__tai30_15_06,30_15,GP-rob1,1.0,5.3141,9.5806,1.0000
int__tai30_15_06,30_15,GP-rob1,1.2,6.3512,,1.0000
int__tai30_15_06,30_15,GP-rob1,1.4,6.9134,,1.0000
int__tai30_15_06,30_15,GP-rob1-nw,1.0,6.2513,12.6679,1.0000
int__tai30_15_06,30_15,GP-rob1-nw,1.2,7.1157,,1.0000
int__tai30_15_06,30_15,GP-rob1-nw,1.4,8.5086,,1.0000
int__tai30_15_06,30_15,GP-rob4,1.0,3.2732,6.5772,1.0000
int__tai30_15_06,30_15,GP-rob4,1.2,4.0157,,1.0000
int__tai30_15_06,30_15,GP-rob4,1.4,4.2627,,1.0000
int__tai30_15_07,30_15,GP,1.0,6.5090,14.2619,1.0000
int__tai30_15_07,30_15,GP,1.2,8.1091,,1.0000
int__tai30_15_07,30_15,GP,1.4,8.9459,,1.0000
int__tai30_15_07,30_15,EST,1.0,4.3708,12.5246,1.0000
int__tai30_15_07,30_15,EST,1.2,5.3425,,1.0000
int__tai30_15_07,30_15,EST,1.4,5.8484,,1.0000
int__tai30_15_07,30_15,GT-MWKR,1.0,6.2053,13.8663,1.0000
int__tai30_15_07,30_15,GT-MWKR,1.2,7.9801,,1.0000
int__tai30_15_07,30_15,GT-MWKR,1.4,9.0023,,1.0000
int__tai30_15_07,30_15,GP-nowidth,1.0,6.8185,13.5219,1.0000
int__tai30_15_07,30_15,GP-nowidth,1.2,8.3429,,1.0000
int__tai30_15_07,30_15,GP-nowidth,1.4,9.5270,,1.0000
int__tai30_15_07,30_15,GP-rob1,1.0,3.3919,7.2928,1.0000
int__tai30_15_07,30_15,GP-rob1,1.2,3.8129,,1.0000
int__tai30_15_07,30_15,GP-rob1,1.4,4.1627,,1.0000
int__tai30_15_07,30_15,GP-rob1-nw,1.0,5.5990,12.3527,1.0000
int__tai30_15_07,30_15,GP-rob1-nw,1.2,6.9159,,1.0000
int__tai30_15_07,30_15,GP-rob1-nw,1.4,7.5952,,1.0000
int__tai30_15_07,30_15,GP-rob4,1.0,3.6514,7.2650,1.0000
int__tai30_15_07,30_15,GP-rob4,1.2,4.3249,,1.0000
int__tai30_15_07,30_15,GP-rob4,1.4,4.9352,,1.0000
int__tai30_15_08,30_15,GP,1.0,6.3308,12.8888,1.0000
int__tai30_15_08,30_15,GP,1.2,7.5058,,1.0000
int__tai30_15_08,30_15,GP,1.4,9.0307,,1.0000
int__tai30_15_08,30_15,EST,1.0,4.7790,13.1465,1.0000
int__tai30_15_08,30_15,EST,1.2,5.6226,,1.0000
int__tai30_15_08,30_15,EST,1.4,6.8645,,1.0000
int__tai30_15_08,30_15,GT-MWKR,1.0,6.9344,15.0829,1.0000
int__tai30_15_08,30_15,GT-MWKR,1.2,8.0934,,1.0000
int__tai30_15_08,30_15,GT-MWKR,1.4,9.3494,,1.0000
int__tai30_15_08,30_15,GP-nowidth,1.0,6.7496,13.4715,1.0000
int__tai30_15_08,30_15,GP-nowidth,1.2,7.3882,,1.0000
int__tai30_15_08,30_15,GP-nowidth,1.4,8.8412,,1.0000
int__tai30_15_08,30_15,GP-rob1,1.0,4.9216,10.8047,1.0000
int__tai30_15_08,30_15,GP-rob1,1.2,6.0664,,1.0000
int__tai30_15_08,30_15,GP-rob1,1.4,6.9957,,1.0000
int__tai30_15_08,30_15,GP-rob1-nw,1.0,5.3294,11.5645,1.0000
int__tai30_15_08,30_15,GP-rob1-nw,1.2,5.8820,,1.0000
int__tai30_15_08,30_15,GP-rob1-nw,1.4,6.9043,,1.0000
int__tai30_15_08,30_15,GP-rob4,1.0,4.7973,10.6078,1.0000
int__tai30_15_08,30_15,GP-rob4,1.2,5.6755,,1.0000
int__tai30_15_08,30_15,GP-rob4,1.4,6.4333,,1.0000
int__tai30_15_09,30_15,GP,1.0,5.1377,11.2452,1.0000
int__tai30_15_09,30_15,GP,1.2,6.0278,,1.0000
int__tai30_15_09,30_15,GP,1.4,6.5797,,1.0000
int__tai30_15_09,30_15,EST,1.0,5.8990,13.3029,1.0000
int__tai30_15_09,30_15,EST,1.2,6.7910,,1.0000
int__tai30_15_09,30_15,EST,1.4,8.1727,,1.0000
int__tai30_15_09,30_15,GT-MWKR,1.0,6.5027,13.0566,1.0000
int__tai30_15_09,30_15,GT-MWKR,1.2,7.7569,,1.0000
int__tai30_15_09,30_15,GT-MWKR,1.4,8.5763,,1.0000
int__tai30_15_09,30_15,GP-nowidth,1.0,5.8873,11.4478,1.0000
int__tai30_15_09,30_15,GP-nowidth,1.2,6.5427,,1.0000
int__tai30_15_09,30_15,GP-nowidth,1.4,7.8413,,1.0000
int__tai30_15_09,30_15,GP-rob1,1.0,4.2735,9.4770,1.0000
int__tai30_15_09,30_15,GP-rob1,1.2,5.1530,,1.0000
int__tai30_15_09,30_15,GP-rob1,1.4,6.1416,,1.0000
int__tai30_15_09,30_15,GP-rob1-nw,1.0,5.1325,12.2372,1.0000
int__tai30_15_09,30_15,GP-rob1-nw,1.2,6.2091,,1.0000
int__tai30_15_09,30_15,GP-rob1-nw,1.4,7.2102,,1.0000
int__tai30_15_09,30_15,GP-rob4,1.0,3.2219,7.0431,1.0000
int__tai30_15_09,30_15,GP-rob4,1.2,4.1065,,1.0000
int__tai30_15_09,30_15,GP-rob4,1.4,4.5744,,1.0000
int__tai30_15_10,30_15,GP,1.0,4.5821,12.2449,1.0000
int__tai30_15_10,30_15,GP,1.2,5.5921,,1.0000
int__tai30_15_10,30_15,GP,1.4,6.4329,,1.0000
int__tai30_15_10,30_15,EST,1.0,4.6240,12.2836,1.0000
int__tai30_15_10,30_15,EST,1.2,5.7147,,1.0000
int__tai30_15_10,30_15,EST,1.4,6.5348,,1.0000
int__tai30_15_10,30_15,GT-MWKR,1.0,5.6732,12.0451,1.0000
int__tai30_15_10,30_15,GT-MWKR,1.2,6.7649,,1.0000
int__tai30_15_10,30_15,GT-MWKR,1.4,7.9075,,1.0000
int__tai30_15_10,30_15,GP-nowidth,1.0,5.1034,11.6028,1.0000
int__tai30_15_10,30_15,GP-nowidth,1.2,5.7992,,1.0000
int__tai30_15_10,30_15,GP-nowidth,1.4,6.6605,,1.0000
int__tai30_15_10,30_15,GP-rob1,1.0,4.0368,7.6054,1.0000
int__tai30_15_10,30_15,GP-rob1,1.2,4.8459,,1.0000
int__tai30_15_10,30_15,GP-rob1,1.4,4.9513,,1.0000
int__tai30_15_10,30_15,GP-rob1-nw,1.0,4.9605,10.7496,1.0000
int__tai30_15_10,30_15,GP-rob1-nw,1.2,5.6478,,1.0000
int__tai30_15_10,30_15,GP-rob1-nw,1.4,6.4573,,1.0000
int__tai30_15_10,30_15,GP-rob4,1.0,3.4842,7.5322,1.0000
int__tai30_15_10,30_15,GP-rob4,1.2,3.9380,,1.0000
int__tai30_15_10,30_15,GP-rob4,1.4,4.2858,,1.0000
int__tai30_20_01,30_20,GP,1.0,4.7981,12.1534,1.0000
int__tai30_20_01,30_20,GP,1.2,5.4248,,1.0000
int__tai30_20_01,30_20,GP,1.4,6.4263,,1.0000
int__tai30_20_01,30_20,EST,1.0,5.4292,12.0464,1.0000
int__tai30_20_01,30_20,EST,1.2,6.3497,,1.0000
int__tai30_20_01,30_20,EST,1.4,6.8850,,1.0000
int__tai30_20_01,30_20,GT-MWKR,1.0,5.3261,12.4457,1.0000
int__tai30_20_01,30_20,GT-MWKR,1.2,6.4858,,1.0000
int__tai30_20_01,30_20,GT-MWKR,1.4,7.8657,,1.0000
int__tai30_20_01,30_20,GP-nowidth,1.0,4.2906,11.0356,1.0000
int__tai30_20_01,30_20,GP-nowidth,1.2,4.9453,,1.0000
int__tai30_20_01,30_20,GP-nowidth,1.4,5.8024,,1.0000
int__tai30_20_01,30_20,GP-rob1,1.0,4.5304,9.2426,1.0000
int__tai30_20_01,30_20,GP-rob1,1.2,5.2035,,1.0000
int__tai30_20_01,30_20,GP-rob1,1.4,5.5414,,1.0000
int__tai30_20_01,30_20,GP-rob1-nw,1.0,4.5298,10.6901,1.0000
int__tai30_20_01,30_20,GP-rob1-nw,1.2,5.0265,,1.0000
int__tai30_20_01,30_20,GP-rob1-nw,1.4,5.4588,,1.0000
int__tai30_20_01,30_20,GP-rob4,1.0,3.9888,9.1133,1.0000
int__tai30_20_01,30_20,GP-rob4,1.2,4.6346,,1.0000
int__tai30_20_01,30_20,GP-rob4,1.4,5.2260,,1.0000
int__tai30_20_02,30_20,GP,1.0,4.5328,11.8250,1.0000
int__tai30_20_02,30_20,GP,1.2,5.2993,,1.0000
int__tai30_20_02,30_20,GP,1.4,6.0894,,1.0000
int__tai30_20_02,30_20,EST,1.0,4.6892,10.9836,1.0000
int__tai30_20_02,30_20,EST,1.2,5.6177,,1.0000
int__tai30_20_02,30_20,EST,1.4,6.8935,,1.0000
int__tai30_20_02,30_20,GT-MWKR,1.0,6.0341,13.8355,1.0000
int__tai30_20_02,30_20,GT-MWKR,1.2,7.7413,,1.0000
int__tai30_20_02,30_20,GT-MWKR,1.4,8.5591,,1.0000
int__tai30_20_02,30_20,GP-nowidth,1.0,4.5444,12.1777,1.0000
int__tai30_20_02,30_20,GP-nowidth,1.2,5.3455,,1.0000
int__tai30_20_02,30_20,GP-nowidth,1.4,6.1305,,1.0000
int__tai30_20_02,30_20,GP-rob1,1.0,4.4750,10.1411,1.0000
int__tai30_20_02,30_20,GP-rob1,1.2,5.1388,,1.0000
int__tai30_20_02,30_20,GP-rob1,1.4,5.8232,,1.0000
int__tai30_20_02,30_20,GP-rob1-nw,1.0,4.9141,11.3484,1.0000
int__tai30_20_02,30_20,GP-rob1-nw,1.2,5.7410,,1.0000
int__tai30_20_02,30_20,GP-rob1-nw,1.4,6.2038,,1.0000
int__tai30_20_02,30_20,GP-rob4,1.0,4.1736,9.6212,1.0000
int__tai30_20_02,30_20,GP-rob4,1.2,5.2551,,1.0000
int__tai30_20_02,30_20,GP-rob4,1.4,5.8485,,1.0000
int__tai30_20_03,30_20,GP,1.0,4.5331,10.9354,1.0000
int__tai30_20_03,30_20,GP,1.2,5.3635,,1.0000
int__tai30_20_03,30_20,GP,1.4,6.0997,,1.0000
int__tai30_20_03,30_20,EST,1.0,4.8364,11.4679,1.0000
int__tai30_20_03,30_20,EST,1.2,5.6108,,1.0000
int__tai30_20_03,30_20,EST,1.4,6.6731,,1.0000
int__tai30_20_03,30_20,GT-MWKR,1.0,5.9322,12.2949,1.0000
int__tai30_20_03,30_20,GT-MWKR,1.2,6.9981,,1.0000
int__tai30_20_03,30_20,GT-MWKR,1.4,8.0593,,1.0000
int__tai30_20_03,30_20,GP-nowidth,1.0,3.7793,10.8801,1.0000
int__tai30_20_03,30_20,GP-nowidth,1.2,4.4796,,1.0000
int__tai30_20_03,30_20,GP-nowidth,1.4,5.0900,,1.0000
int__tai30_20_03,30_20,GP-rob1,1.0,4.5089,8.8273,1.0000
int__tai30_20_03,30_20,GP-rob1,1.2,4.9559,,1.0000
int__tai30_20_03,30_20,GP-rob1,1.4,5.7952,,1.0000
int__tai30_20_03,30_20,GP-rob1-nw,1.0,4.9323,11.6619,1.0000
int__tai30_20_03,30_20,GP-rob1-nw,1.2,5.6513,,1.0000
int__tai30_20_03,30_20,GP-rob1-nw,1.4,6.3049,,1.0000
int__tai30_20_03,30_20,GP-rob4,1.0,3.2658,7.6939,1.0000
int__tai30_20_03,30_20,GP-rob4,1.2,3.8923,,1.0000
int__tai30_20_03,30_20,GP-rob4,1.4,4.3364,,1.0000
int__tai30_20_04,30_20,GP,1.0,4.6821,10.4060,1.0000
int__tai30_20_04,30_20,GP,1.2,5.1160,,1.0000
int__tai30_20_04,30_20,GP,1.4,5.4675,,1.0000
int__tai30_20_04,30_20,EST,1.0,5.1105,12.9958,1.0000
int__tai30_20_04,30_20,EST,1.2,6.2487,,1.0000
int__tai30_20_04,30_20,EST,1.4,7.2140,,1.0000
int__tai30_20_04,30_20,GT-MWKR,1.0,5.0387,11.5898,1.0000
int__tai30_20_04,30_20,GT-MWKR,1.2,5.9868,,1.0000
int__tai30_20_04,30_20,GT-MWKR,1.4,7.2667,,1.0000
int__tai30_20_04,30_20,GP-nowidth,1.0,3.3277,9.1421,1.0000
int__tai30_20_04,30_20,GP-nowidth,1.2,4.2628,,1.0000
int__tai30_20_04,30_20,GP-nowidth,1.4,4.8723,,1.0000
int__tai30_20_04,30_20,GP-rob1,1.0,3.4765,7.5102,1.0000
int__tai30_20_04,30_20,GP-rob1,1.2,4.1310,,1.0000
int__tai30_20_04,30_20,GP-rob1,1.4,4.8338,,1.0000
int__tai30_20_04,30_20,GP-rob1-nw,1.0,4.4321,11.1439,1.0000
int__tai30_20_04,30_20,GP-rob1-nw,1.2,5.0716,,1.0000
int__tai30_20_04,30_20,GP-rob1-nw,1.4,5.7673,,1.0000
int__tai30_20_04,30_20,GP-rob4,1.0,2.8045,6.0253,1.0000
int__tai30_20_04,30_20,GP-rob4,1.2,3.2750,,1.0000
int__tai30_20_04,30_20,GP-rob4,1.4,3.7140,,1.0000
int__tai30_20_05,30_20,GP,1.0,4.6527,11.0724,1.0000
int__tai30_20_05,30_20,GP,1.2,5.3749,,1.0000
int__tai30_20_05,30_20,GP,1.4,6.0873,,1.0000
int__tai30_20_05,30_20,EST,1.0,4.5578,12.3374,1.0000
int__tai30_20_05,30_20,EST,1.2,5.5108,,1.0000
int__tai30_20_05,30_20,EST,1.4,6.4679,,1.0000
int__tai30_20_05,30_20,GT-MWKR,1.0,5.2699,12.9189,1.0000
int__tai30_20_05,30_20,GT-MWKR,1.2,6.3933,,1.0000
int__tai30_20_05,30_20,GT-MWKR,1.4,6.9769,,1.0000
int__tai30_20_05,30_20,GP-nowidth,1.0,4.8966,11.4586,1.0000
int__tai30_20_05,30_20,GP-nowidth,1.2,5.9258,,1.0000
int__tai30_20_05,30_20,GP-nowidth,1.4,6.5908,,1.0000
int__tai30_20_05,30_20,GP-rob1,1.0,3.5187,7.8431,1.0000
int__tai30_20_05,30_20,GP-rob1,1.2,3.9113,,1.0000
int__tai30_20_05,30_20,GP-rob1,1.4,4.6438,,1.0000
int__tai30_20_05,30_20,GP-rob1-nw,1.0,4.5881,11.2893,1.0000
int__tai30_20_05,30_20,GP-rob1-nw,1.2,5.6879,,1.0000
int__tai30_20_05,30_20,GP-rob1-nw,1.4,6.3666,,1.0000
int__tai30_20_05,30_20,GP-rob4,1.0,3.0922,6.1856,1.0000
int__tai30_20_05,30_20,GP-rob4,1.2,3.5005,,1.0000
int__tai30_20_05,30_20,GP-rob4,1.4,4.0622,,1.0000
int__tai30_20_06,30_20,GP,1.0,5.0642,12.1035,1.0000
int__tai30_20_06,30_20,GP,1.2,5.9192,,1.0000
int__tai30_20_06,30_20,GP,1.4,6.9978,,1.0000
int__tai30_20_06,30_20,EST,1.0,4.6318,12.5199,1.0000
int__tai30_20_06,30_20,EST,1.2,5.5227,,1.0000
int__tai30_20_06,30_20,EST,1.4,6.5405,,1.0000
int__tai30_20_06,30_20,GT-MWKR,1.0,4.9356,12.5413,1.0000
int__tai30_20_06,30_20,GT-MWKR,1.2,5.7259,,1.0000
int__tai30_20_06,30_20,GT-MWKR,1.4,6.3451,,1.0000
int__tai30_20_06,30_20,GP-nowidth,1.0,3.9373,9.9457,1.0000
int__tai30_20_06,30_20,GP-nowidth,1.2,4.4186,,1.0000
int__tai30_20_06,30_20,GP-nowidth,1.4,5.2823,,1.0000
int__tai30_20_06,30_20,GP-rob1,1.0,3.4439,7.9078,1.0000
int__tai30_20_06,30_20,GP-rob1,1.2,4.0680,,1.0000
int__tai30_20_06,30_20,GP-rob1,1.4,4.5775,,1.0000
int__tai30_20_06,30_20,GP-rob1-nw,1.0,3.8341,10.2532,1.0000
int__tai30_20_06,30_20,GP-rob1-nw,1.2,4.5238,,1.0000
int__tai30_20_06,30_20,GP-rob1-nw,1.4,5.3176,,1.0000
int__tai30_20_06,30_20,GP-rob4,1.0,3.3550,8.0031,1.0000
int__tai30_20_06,30_20,GP-rob4,1.2,4.1343,,1.0000
int__tai30_20_06,30_20,GP-rob4,1.4,4.4247,,1.0000
int__tai30_20_07,30_20,GP,1.0,4.7588,11.1894,1.0000
int__tai30_20_07,30_20,GP,1.2,5.2965,,1.0000
int__tai30_20_07,30_20,GP,1.4,6.1562,,1.0000
int__tai30_20_07,30_20,EST,1.0,4.5270,12.2526,1.0000
int__tai30_20_07,30_20,EST,1.2,5.4099,,1.0000
int__tai30_20_07,30_20,EST,1.4,6.5287,,1.0000
int__tai30_20_07,30_20,GT-MWKR,1.0,4.8442,12.1702,1.0000
int__tai30_20_07,30_20,GT-MWKR,1.2,5.8493,,1.0000
int__tai30_20_07,30_20,GT-MWKR,1.4,6.6074,,1.0000
int__tai30_20_07,30_20,GP-nowidth,1.0,4.2816,11.0668,1.0000
int__tai30_20_07,30_20,GP-nowidth,1.2,5.1613,,1.0000
int__tai30_20_07,30_20,GP-nowidth,1.4,5.9931,,1.0000
int__tai30_20_07,30_20,GP-rob1,1.0,3.5228,7.7847,1.0000
int__tai30_20_07,30_20,GP-rob1,1.2,4.0983,,1.0000
int__tai30_20_07,30_20,GP-rob1,1.4,4.6111,,1.0000
int__tai30_20_07,30_20,GP-rob1-nw,1.0,4.1900,12.9812,1.0000
int__tai30_20_07,30_20,GP-rob1-nw,1.2,5.1204,,1.0000
int__tai30_20_07,30_20,GP-rob1-nw,1.4,5.5778,,1.0000
int__tai30_20_07,30_20,GP-rob4,1.0,3.3130,7.8640,1.0000
int__tai30_20_07,30_20,GP-rob4,1.2,4.0438,,1.0000
int__tai30_20_07,30_20,GP-rob4,1.4,4.6183,,1.0000
int__tai30_20_08,30_20,GP,1.0,4.4874,10.7583,1.0000
int__tai30_20_08,30_20,GP,1.2,5.4251,,1.0000
int__tai30_20_08,30_20,GP,1.4,6.1468,,1.0000
int__tai30_20_08,30_20,EST,1.0,4.0745,12.9870,1.0000
int__tai30_20_08,30_20,EST,1.2,4.8537,,1.0000
int__tai30_20_08,30_20,EST,1.4,5.6679,,1.0000
int__tai30_20_08,30_20,GT-MWKR,1.0,6.6205,15.9264,1.0000
int__tai30_20_08,30_20,GT-MWKR,1.2,7.5202,,1.0000
int__tai30_20_08,30_20,GT-MWKR,1.4,8.3517,,1.0000
int__tai30_20_08,30_20,GP-nowidth,1.0,4.4763,10.4302,1.0000
int__tai30_20_08,30_20,GP-nowidth,1.2,5.4335,,1.0000
int__tai30_20_08,30_20,GP-nowidth,1.4,6.2806,,1.0000
int__tai30_20_08,30_20,GP-rob1,1.0,3.7051,9.3528,1.0000
int__tai30_20_08,30_20,GP-rob1,1.2,4.5374,,1.0000
int__tai30_20_08,30_20,GP-rob1,1.4,5.1995,,1.0000
int__tai30_20_08,30_20,GP-rob1-nw,1.0,5.1930,11.6411,1.0000
int__tai30_20_08,30_20,GP-rob1-nw,1.2,5.9436,,1.0000
int__tai30_20_08,30_20,GP-rob1-nw,1.4,6.5690,,1.0000
int__tai30_20_08,30_20,GP-rob4,1.0,3.1356,7.6379,1.0000
int__tai30_20_08,30_20,GP-rob4,1.2,3.7388,,1.0000
int__tai30_20_08,30_20,GP-rob4,1.4,4.1666,,1.0000
int__tai30_20_09,30_20,GP,1.0,4.6990,11.3387,1.0000
int__tai30_20_09,30_20,GP,1.2,5.2085,,1.0000
int__tai30_20_09,30_20,GP,1.4,5.8664,,1.0000
int__tai30_20_09,30_20,EST,1.0,4.7129,11.1797,1.0000
int__tai30_20_09,30_20,EST,1.2,5.8927,,1.0000
int__tai30_20_09,30_20,EST,1.4,6.9006,,1.0000
int__tai30_20_09,30_20,GT-MWKR,1.0,5.3256,11.9809,1.0000
int__tai30_20_09,30_20,GT-MWKR,1.2,6.3446,,1.0000
int__tai30_20_09,30_20,GT-MWKR,1.4,7.5356,,1.0000
int__tai30_20_09,30_20,GP-nowidth,1.0,4.7493,10.8039,1.0000
int__tai30_20_09,30_20,GP-nowidth,1.2,5.6224,,1.0000
int__tai30_20_09,30_20,GP-nowidth,1.4,6.2883,,1.0000
int__tai30_20_09,30_20,GP-rob1,1.0,5.7818,9.2179,1.0000
int__tai30_20_09,30_20,GP-rob1,1.2,6.0772,,1.0000
int__tai30_20_09,30_20,GP-rob1,1.4,6.7798,,1.0000
int__tai30_20_09,30_20,GP-rob1-nw,1.0,4.9059,10.7937,1.0000
int__tai30_20_09,30_20,GP-rob1-nw,1.2,6.1858,,1.0000
int__tai30_20_09,30_20,GP-rob1-nw,1.4,6.5134,,1.0000
int__tai30_20_09,30_20,GP-rob4,1.0,2.8471,6.1060,1.0000
int__tai30_20_09,30_20,GP-rob4,1.2,3.0479,,1.0000
int__tai30_20_09,30_20,GP-rob4,1.4,3.5282,,1.0000
int__tai30_20_10,30_20,GP,1.0,5.7259,12.9676,1.0000
int__tai30_20_10,30_20,GP,1.2,6.7614,,1.0000
int__tai30_20_10,30_20,GP,1.4,7.5284,,1.0000
int__tai30_20_10,30_20,EST,1.0,5.4800,14.3292,1.0000
int__tai30_20_10,30_20,EST,1.2,7.0733,,1.0000
int__tai30_20_10,30_20,EST,1.4,8.5759,,1.0000
int__tai30_20_10,30_20,GT-MWKR,1.0,4.7889,12.0500,1.0000
int__tai30_20_10,30_20,GT-MWKR,1.2,6.1155,,1.0000
int__tai30_20_10,30_20,GT-MWKR,1.4,6.7036,,1.0000
int__tai30_20_10,30_20,GP-nowidth,1.0,5.0907,12.3550,1.0000
int__tai30_20_10,30_20,GP-nowidth,1.2,6.5423,,1.0000
int__tai30_20_10,30_20,GP-nowidth,1.4,7.2202,,1.0000
int__tai30_20_10,30_20,GP-rob1,1.0,4.3317,9.2921,1.0000
int__tai30_20_10,30_20,GP-rob1,1.2,5.1134,,1.0000
int__tai30_20_10,30_20,GP-rob1,1.4,5.7145,,1.0000
int__tai30_20_10,30_20,GP-rob1-nw,1.0,4.8412,11.6155,1.0000
int__tai30_20_10,30_20,GP-rob1-nw,1.2,6.2684,,1.0000
int__tai30_20_10,30_20,GP-rob1-nw,1.4,7.0941,,1.0000
int__tai30_20_10,30_20,GP-rob4,1.0,4.2542,9.3852,1.0000
int__tai30_20_10,30_20,GP-rob4,1.2,5.2613,,1.0000
int__tai30_20_10,30_20,GP-rob4,1.4,5.8486,,1.0000
int__tai50_15_01,50_15,GP,1.0,4.4151,12.2593,1.0000
int__tai50_15_01,50_15,GP,1.2,5.1943,,1.0000
int__tai50_15_01,50_15,GP,1.4,5.8382,,1.0000
int__tai50_15_01,50_15,EST,1.0,4.3421,11.9653,1.0000
int__tai50_15_01,50_15,EST,1.2,4.9052,,1.0000
int__tai50_15_01,50_15,EST,1.4,5.3192,,1.0000
int__tai50_15_01,50_15,GT-MWKR,1.0,5.8374,15.9183,1.0000
int__tai50_15_01,50_15,GT-MWKR,1.2,6.8959,,1.0000
int__tai50_15_01,50_15,GT-MWKR,1.4,7.4793,,1.0000
int__tai50_15_01,50_15,GP-nowidth,1.0,5.0776,13.3458,1.0000
int__tai50_15_01,50_15,GP-nowidth,1.2,5.8393,,1.0000
int__tai50_15_01,50_15,GP-nowidth,1.4,6.3651,,1.0000
int__tai50_15_01,50_15,GP-rob1,1.0,3.6730,9.2513,1.0000
int__tai50_15_01,50_15,GP-rob1,1.2,4.1178,,1.0000
int__tai50_15_01,50_15,GP-rob1,1.4,4.8564,,1.0000
int__tai50_15_01,50_15,GP-rob1-nw,1.0,4.0202,11.2421,1.0000
int__tai50_15_01,50_15,GP-rob1-nw,1.2,4.3831,,1.0000
int__tai50_15_01,50_15,GP-rob1-nw,1.4,5.0374,,1.0000
int__tai50_15_01,50_15,GP-rob4,1.0,3.6434,8.7591,1.0000
int__tai50_15_01,50_15,GP-rob4,1.2,4.1256,,1.0000
int__tai50_15_01,50_15,GP-rob4,1.4,4.6285,,1.0000
int__tai50_15_02,50_15,GP,1.0,4.7120,13.1960,1.0000
int__tai50_15_02,50_15,GP,1.2,5.4505,,1.0000
int__tai50_15_02,50_15,GP,1.4,6.0906,,1.0000
int__tai50_15_02,50_15,EST,1.0,4.6930,13.2001,1.0000
int__tai50_15_02,50_15,EST,1.2,5.6569,,1.0000
int__tai50_15_02,50_15,EST,1.4,6.5228,,1.0000
int__tai50_15_02,50_15,GT-MWKR,1.0,5.4830,12.9088,1.0000
int__tai50_15_02,50_15,GT-MWKR,1.2,6.5004,,1.0000
int__tai50_15_02,50_15,GT-MWKR,1.4,7.3967,,1.0000
int__tai50_15_02,50_15,GP-nowidth,1.0,4.9082,12.6306,1.0000
int__tai50_15_02,50_15,GP-nowidth,1.2,5.7452,,1.0000
int__tai50_15_02,50_15,GP-nowidth,1.4,7.0452,,1.0000
int__tai50_15_02,50_15,GP-rob1,1.0,3.7451,9.3081,1.0000
int__tai50_15_02,50_15,GP-rob1,1.2,4.2527,,1.0000
int__tai50_15_02,50_15,GP-rob1,1.4,4.8465,,1.0000
int__tai50_15_02,50_15,GP-rob1-nw,1.0,5.4035,13.1654,1.0000
int__tai50_15_02,50_15,GP-rob1-nw,1.2,6.3384,,1.0000
int__tai50_15_02,50_15,GP-rob1-nw,1.4,7.1192,,1.0000
int__tai50_15_02,50_15,GP-rob4,1.0,4.2315,8.7793,1.0000
int__tai50_15_02,50_15,GP-rob4,1.2,5.2774,,1.0000
int__tai50_15_02,50_15,GP-rob4,1.4,6.0359,,1.0000
int__tai50_15_03,50_15,GP,1.0,6.3003,13.7988,1.0000
int__tai50_15_03,50_15,GP,1.2,7.9843,,1.0000
int__tai50_15_03,50_15,GP,1.4,9.3082,,1.0000
int__tai50_15_03,50_15,EST,1.0,5.8605,15.9166,1.0000
int__tai50_15_03,50_15,EST,1.2,7.3002,,1.0000
int__tai50_15_03,50_15,EST,1.4,8.6098,,1.0000
int__tai50_15_03,50_15,GT-MWKR,1.0,5.8492,15.5856,1.0000
int__tai50_15_03,50_15,GT-MWKR,1.2,6.8506,,1.0000
int__tai50_15_03,50_15,GT-MWKR,1.4,7.5855,,1.0000
int__tai50_15_03,50_15,GP-nowidth,1.0,4.9601,13.0872,1.0000
int__tai50_15_03,50_15,GP-nowidth,1.2,5.8989,,1.0000
int__tai50_15_03,50_15,GP-nowidth,1.4,6.8135,,1.0000
int__tai50_15_03,50_15,GP-rob1,1.0,4.5748,9.5086,1.0000
int__tai50_15_03,50_15,GP-rob1,1.2,5.4511,,1.0000
int__tai50_15_03,50_15,GP-rob1,1.4,6.1128,,1.0000
int__tai50_15_03,50_15,GP-rob1-nw,1.0,4.1689,11.1689,1.0000
int__tai50_15_03,50_15,GP-rob1-nw,1.2,5.3238,,1.0000
int__tai50_15_03,50_15,GP-rob1-nw,1.4,6.5073,,1.0000
int__tai50_15_03,50_15,GP-rob4,1.0,3.5825,8.2056,1.0000
int__tai50_15_03,50_15,GP-rob4,1.2,4.3539,,1.0000
int__tai50_15_03,50_15,GP-rob4,1.4,4.8759,,1.0000
int__tai50_15_04,50_15,GP,1.0,5.4005,13.3464,1.0000
int__tai50_15_04,50_15,GP,1.2,6.3433,,1.0000
int__tai50_15_04,50_15,GP,1.4,7.2867,,1.0000
int__tai50_15_04,50_15,EST,1.0,6.3703,15.3263,1.0000
int__tai50_15_04,50_15,EST,1.2,7.1295,,1.0000
int__tai50_15_04,50_15,EST,1.4,8.4999,,1.0000
int__tai50_15_04,50_15,GT-MWKR,1.0,5.9624,16.4392,1.0000
int__tai50_15_04,50_15,GT-MWKR,1.2,7.1250,,1.0000
int__tai50_15_04,50_15,GT-MWKR,1.4,7.8209,,1.0000
